"Y","A","X1","X2","X3","X4","X5M","U1","U2","U3","U4","U5","GP","True.PS","True.OR","True.OR.0","True.OR.1","True.OR.2","True.OR.3","True.OR.4","True.OR.5","True.OR.6","True.OR.7","True.OR.8","True.OR.9","True.OR.10","True.Rule.0.45","True.Rule.0.46","True.Rule.0.47","True.Rule.0.48","True.Rule.0.49","True.Rule.0.5","True.Rule.0.51","True.Rule.0.52","True.Rule.0.53","True.Rule.0.54","True.Rule.0.55","GP","SSID","PS.Est","OR.Est","OR.Est.0","OR.Est.1","OR.Est.2","OR.Est.3","OR.Est.4","OR.Est.5","OR.Est.6","OR.Est.7","OR.Est.8","OR.Est.9","OR.Est.10","Indirect.OR.Rule0.45","Indirect.OR.Rule0.46","Indirect.OR.Rule0.47","Indirect.OR.Rule0.48","Indirect.OR.Rule0.49","Indirect.OR.Rule0.5","Indirect.OR.Rule0.51","Indirect.OR.Rule0.52","Indirect.OR.Rule0.53","Indirect.OR.Rule0.54","Indirect.OR.Rule0.55","IPW.Starting0.45","IPW.Starting0.46","IPW.Starting0.47","IPW.Starting0.48","IPW.Starting0.49","IPW.Starting0.5","IPW.Starting0.51","IPW.Starting0.52","IPW.Starting0.53","IPW.Starting0.54","IPW.Starting0.55","OR.Starting0.45","OR.Starting0.46","OR.Starting0.47","OR.Starting0.48","OR.Starting0.49","OR.Starting0.5","OR.Starting0.51","OR.Starting0.52","OR.Starting0.53","OR.Starting0.54","OR.Starting0.55","DR.Starting0.45","DR.Starting0.46","DR.Starting0.47","DR.Starting0.48","DR.Starting0.49","DR.Starting0.5","DR.Starting0.51","DR.Starting0.52","DR.Starting0.53","DR.Starting0.54","DR.Starting0.55"
0.389076117589837,0,-0.392719017443613,0.223316121457547,0.25,1.46056877205182,4,0.424357062533018,-0.112706461982306,0.5,-1.45130711885428,0.450301281921598,1,0.947338232734089,0.40139572575911,0.40139572575911,0.478061489982772,0.554727254206434,0.631393018430096,0.708058782653758,NA,NA,NA,NA,NA,NA,0.15849406424455,0.191103143738059,0.223712223231567,0.256321302725076,0.288930382218585,0.321539461712094,0.354148541205602,0.386757620699111,0.41936670019262,0.451975779686129,0.484584859179638,1,1,0.903035320293987,0.376942884073158,0.376942884073158,0.415038445991354,0.443715018839156,0.482584514333906,0.541771443084982,0,0,0,0,0,0,0.511835200301606,0.576554305374065,0.638243217473313,0.696872756938695,0.752531368700141,0.805375728225467,0.855595652142346,0.903391409618777,0.948960168587435,0.992488611485546,0.999999984981175,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.511834779694062,0.576554893257718,0.638242253813474,0.696873703900793,0.752531880091302,0.805377387138617,0.855596888345605,0.903392282825725,0.948960726700994,0.992487284990238,1.00003461405434,0.506553070603493,0.573751169489869,0.636835039473516,0.696220180322162,0.752257525920869,0.805278020206129,0.855568297147236,0.9033868345497,0.948960330952181,0.992487283911642,1.00003461405434
0.5804097602647,0.75,-0.187098628659264,-0.590073933051903,0,-0.197059858508575,4,-0.236663924178128,0.173522278113783,0,-0.730890365670432,-0.616610607980296,2,0.0919749139487145,0.551456222043828,0.4,0.450485407347943,0.500970814695885,0.551456222043828,0.601941629391771,NA,NA,NA,NA,NA,NA,0.247596298745312,0.297115558494375,0.346634818243437,0.396154077992499,0.445673337741561,0.495192597490624,0.544711857239686,0.594231116988749,0.643750376737811,0.693269636486874,0.742788896235936,2,1,0.128580106583911,0.517893907609045,0.412553941662743,0.44987226733382,0.479704036287437,0.517893907609045,0.582351842966623,0,0,0,0,0,0,0.263945464750503,0.335509956168155,0.405639141734094,0.473527221665722,0.538611906145329,0.600577075281643,0.659312200715916,0.714855523516688,0.767340129209721,0.816951498785822,0.86389789780984,0.334568493140176,0.337528525742803,0.340470374650218,0.343372323976666,0.346246182806658,0.349092950191457,0.351915026346178,0.354714732221547,0.357484968087241,0.360233950781645,0.36296057456867,0.263946160982714,0.335509338465652,0.405639553687632,0.473527900592814,0.538610816087679,0.600580511768439,0.659313733080645,0.714854982144956,0.767341540690068,0.816946040877135,0.863900606373609,0.18818577405062,0.219849201725604,0.247753636572972,0.272943683613497,0.296062807780267,0.317601466852368,0.337872102821877,0.357127043525903,0.375549825424695,0.393289039234585,0.410478055939255
0.705217909624498,0.857142857142857,-0.261354242387161,0.365540894410142,0.571428571428571,-0.509094632351832,7,-0.396698939593207,-0.0714838796602322,0.571428571428571,-1.85793516933183,0.284207792501561,3,0.152482800681163,0.58775818469255,0.405222012777288,0.435644708096498,0.466067403415708,0.496490098734919,0.526912794054129,0.557335489373339,0.58775818469255,0.61818088001176,NA,NA,NA,0.210265896903982,0.257223321733772,0.304180746563562,0.351138171393352,0.398095596223142,0.445053021052932,0.492010445882722,0.538967870712513,0.585925295542303,0.632882720372093,0.679840145201883,3,2,0.259088290105796,0.607861244891904,0.42161719031255,0.452446022018779,0.483707750457771,0.514722971171347,0.549238039494933,0.586538876555434,0.607861244891904,0.631363243296342,0,0,0,0.130871233109777,0.176607522448379,0.222060315108242,0.267175659866316,0.311924571856308,0.356314171116683,0.400394006670244,0.444258961248462,0.488050680949371,0.531959417378354,0.576228058387395,0.633043998823218,0.636317822080238,0.63955621676187,0.642761044639056,0.645935455278934,0.649077032775653,0.652191523266871,0.655279120302655,0.658341331101353,0.661379609943968,0.664395363347959,0.130863932446843,0.17660761948203,0.222060177057054,0.267176247502831,0.311936467529835,0.356312326981906,0.400394491997991,0.444258822992386,0.488043876940359,0.531970397284288,0.576228545618973,0.130835172331692,0.176311437780036,0.220976486390427,0.264217851928718,0.305318306000667,0.343715618528684,0.379069691593888,0.411364848395062,0.440800299140877,0.467692109927087,0.492352422540974
0.399463310907763,0,-0.665247053971954,0.0807524376330173,1,-0.0895067945816389,2,0.63273334414621,-0.224743850803025,1,-1.87057117166743,1.10960934289765,4,0.203694836864439,0.402018810940825,0.402018810940825,0.502219097597732,0.602419384254639,NA,NA,NA,NA,NA,NA,NA,NA,0.23942640615124,0.289326462995592,0.339226519839943,0.389126576684295,0.439026633528647,0.488926690372999,0.538826747217351,0.588726804061702,0.638626860906054,0.688526917750406,0.738426974594757,4,1,0.0116508177831249,0.419977368547497,0.419977368547497,0.48556276400993,0.582584310803362,0,0,0,0,0,0,0,0,0.217540442730867,0.285573776805482,0.35170936667665,0.416097679674519,0.478870293545325,0.540143057836512,0.600018604501269,0.65858837690136,0.715934235323108,0.77212986167175,0.827241801967925,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,0.217539380753703,0.285573870246189,0.351706546591714,0.416096750166239,0.47887140708755,0.540138710007341,0.600019311401625,0.658592392013389,0.715932325630493,0.772130341373185,0.827241333087937,0.773583777660261,0.784009867372441,0.794852580579338,0.806164461350465,0.818014871338257,0.830485273914709,0.843687320344749,0.857768070742197,0.872923247622473,0.88944134997786,0.907811456516752
0.434334371366817,0.25,1.19480154451287,-0.0221862993165312,0.5,1.19917730684511,4,-0.157534611796943,-0.767109132548398,0.5,0.908306563760951,0.166870893303159,5,0.343051283024348,0.467697998924197,0.399722671258543,0.467697998924197,0.535673326589851,0.603648654255505,0.671623981921158,NA,NA,NA,NA,NA,NA,0.18491021105758,0.221688261062673,0.258466311067766,0.295244361072859,0.332022411077952,0.368800461083045,0.405578511088138,0.442356561093231,0.479134611098324,0.515912661103418,0.552690711108511,5,2,0.385515983291067,0.430772388886099,0.377408079509752,0.430772388886099,0.472985015431646,0.513566710177901,0.536586193892673,0,0,0,0,0,0,0.377586817994184,0.436043136473881,0.496439351175989,0.559066974064931,0.624358190104586,0.692966786918769,0.765921869041534,0.844957402137219,0.933355003047885,0.999999974260287,0.999999975602666,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.377588158490446,0.436042663122716,0.496439754688316,0.559069975095483,0.624355623796324,0.692967597950573,0.765920455131596,0.844956835475466,0.933354233143507,1.00005128174052,1.00003461405434,0.35752211020757,0.418045224001584,0.481248610313697,0.547108569595973,0.615756805282631,0.687508431567427,0.763089594207791,0.843974547168907,0.933256970902379,1.00005127758573,1.00003461405434
0.22399330252687,0.714285714285714,-0.132945088227695,-0.104289454817044,0.428571428571429,-0.314948657105876,7,0.212802853051978,-0.868317658257377,0.571428571428571,1.57020044910289,0.496832618995381,6,0.0645291687451664,0.545282350720274,0.398882612984103,0.428162560531337,0.457442508078572,0.486722455625806,0.51600240317304,0.545282350720274,0.574562298267509,0.603842245814743,NA,NA,NA,0.249402217938865,0.298192313148799,0.346982408358732,0.395772503568666,0.4445625987786,0.493352693988534,0.542142789198468,0.590932884408402,0.639722979618336,0.68851307482827,0.737303170038204,6,2,0.140388407043915,0.548672120603802,0.393657085297811,0.421842616532018,0.45483536014005,0.482299364582358,0.51406799563794,0.548672120603802,0.57455051673976,0.59386133787099,0,0,0,0.269729890956083,0.316703342993954,0.363553697945133,0.41025840669365,0.456825520059399,0.503312194486852,0.549836843973761,0.5965884093881,0.643837313768066,0.69195331370892,0.741437107314013,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.269747138728412,0.316709708088784,0.363553436811808,0.410258307285096,0.456826324638326,0.503312125867413,0.549838948596377,0.596588639832704,0.64382037024624,0.691953556527677,0.741436013986085,0.938156904557277,0.940814631626721,0.943530535643907,0.94631348615085,0.949175648884142,0.952132983350055,0.955199909881818,0.958383097207278,0.961743491191865,0.965317583233042,0.969127059453634
0.47208888356626,0.1,0.0709413159268121,0.333312366588103,0.5,0.600481739646148,10,0.276777732311846,0.0832508304825875,0.4,0.401720235043597,0.11192689251345,7,0.373590687944797,0.425969296180594,0.404166404582351,0.425969296180594,0.447772187778836,0.469575079377078,0.491377970975321,0.513180862573563,0.534983754171805,0.556786645770048,0.57858953736829,0.600392428966532,0.622195320564775,0.210217966782644,0.256083442721652,0.30194891866066,0.347814394599669,0.393679870538678,0.439545346477687,0.485410822416696,0.531276298355705,0.577141774294713,0.623007250233722,0.668872726172731,7,1,0.177970274519866,0.393275017880543,0.379630150001661,0.393275017880543,0.411813715408424,0.424595659158345,0.437246873337696,0.447458597413387,0.466702865074639,0.480208028827884,0.508802402091094,0.533069569655608,0.549308335569734,0.487199644426766,0.551160386030023,0.610064356480424,0.664401325355378,0.714974861614529,0.762701148909237,0.808564095483938,0.853675661353937,0.899463972723199,0.948158958268838,0.999999983161964,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.487200180408974,0.55116135954771,0.610074361525244,0.664405202872055,0.714974643899426,0.762702109263157,0.808563620291638,0.853663602502268,0.899464286662812,0.948157986768305,1.00000191141863,0.0180499926156023,0.0212003752629848,0.0245354956074538,0.0281367125810322,0.0320095524912088,0.76266459061963,0.808557976825771,0.853663030093424,0.899464261893508,0.948157986737329,1.00000191144589
0.78938864691816,0.857142857142857,0.277333870303495,-0.216077716471778,0.571428571428571,-2.06959569736563,7,0.842866988227045,0.140194109622754,0.428571428571429,0.250998335241492,0.402917815539863,8,0.185826971847083,0.751908590502731,0.396913175478975,0.456079077982934,0.515244980486893,0.574410882990853,0.633576785494812,0.692742687998772,0.751908590502731,0.81107449300669,NA,NA,NA,0.128179098999203,0.152324280059795,0.176469461120387,0.200614642180979,0.224759823241571,0.248905004302163,0.273050185362755,0.297195366423346,0.321340547483938,0.34548572854453,0.369630909605122,8,1,0.0439617093289856,0.661816600226103,0.521140761839983,0.541682640791092,0.564300183811052,0.582406892709823,0.605865513761123,0.625246952633528,0.661816600226103,0.695264346887644,0,0,0,5.74917631517877e-11,5.74917631517877e-11,5.74917631517877e-11,5.74917631517877e-11,5.74917631517877e-11,5.74917631517877e-11,5.74917631517877e-11,5.88013303218089e-11,0.0608001413058701,0.128621626936068,0.196494855899862,0.429487884597366,0.431289584143299,0.433061974171802,0.434806145686641,0.436523129655468,0.438210156341499,0.439870926529759,0.441512711915485,0.443131294071487,0.444732624552673,0.446305264867522,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,0.0607903243408379,0.128632765888398,0.196477413998987,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,0.0608011204015325,0.128089101121859,0.191062143894973
0.687837394335374,1,0.0146213661488624,0.642014538858059,0.625,-1.38134534203242,8,-0.191635395751844,-0.312076396262985,0.5,-1.77421568028657,1.25229727181391,9,0.688899085607463,0.70543722486739,0.410031477169657,0.446957195631874,0.48388291409409,0.520808632556307,0.557734351018524,0.59466006948074,0.631585787942957,0.668511506405173,0.70543722486739,NA,NA,0.135300423711591,0.16915216856739,0.203003913423188,0.236855658278987,0.270707403134785,0.304559147990584,0.338410892846382,0.372262637702181,0.406114382557979,0.439966127413777,0.473817872269576,9,2,0.790754809815035,0.702268258166779,0.431571363953784,0.465916913480886,0.495422892382076,0.530875901060303,0.562296802478807,0.592149585807137,0.632683993987679,0.666815516401139,0.702268258166779,0,0,0.0687975575243675,0.107023988823812,0.145493179471242,0.184036963014303,0.222569376327891,0.261055244958626,0.299483186183956,0.337845831022233,0.376127245747448,0.41429685891665,0.452309094420957,0.920919258168649,0.923453222353891,0.925939544907244,0.928380131289627,0.930776776172354,0.933131172018763,0.93544491681,0.937719521014996,0.939955192584065,0.942142905348391,0.944297030214136,0.0687980848836872,0.107039853234144,0.145478250286719,0.184038723583008,0.22256961487208,0.261072474034174,0.299481125557527,0.337846362999054,0.376126896442137,0.41429745752219,0.452310655462804,0.0687980851802013,0.107039799329483,0.145478335307218,0.184038947528669,0.222570011225203,0.261074644099254,0.299485817465558,0.337863364242063,0.376154926241421,0.414357636189169,0.452431311655153
0.507626746893062,0.5,0.756326315973351,-0.329424150720915,1,-0.321176256729991,2,0.37842015227781,-0.364198093132869,1,-0.174797440793327,-1.36662544961542,10,0.150781828654088,0.494343250929154,0.391764396231977,0.494343250929154,0.596922105626332,NA,NA,NA,NA,NA,NA,NA,NA,0.283857740174328,0.332600729309471,0.381343718444615,0.430086707579759,0.478829696714902,0.527572685850046,0.57631567498519,0.625058664120334,0.673801653255478,0.722544642390622,0.771287631525765,10,1,0.0745306061122214,0.494327001932593,0.431423819015843,0.494327001932593,0.58864095660509,0,0,0,0,0,0,0,0,0.142581172393403,0.215544386448147,0.286182812738957,0.354705456298509,0.421291759983456,0.486097150362721,0.549257312660973,0.610891530569727,0.671105336405612,0.729992619867711,0.787637384964832,0.0342042488356666,0.0349929729641171,0.0357824544988848,0.0365713370836704,0.0373616600287165,0.0381534296012931,0.0389522121197337,0.0397491533514822,0.0405474768722449,0.0413471898102164,0.0421482993575757,0.142584473405539,0.215543192638137,0.28618293041509,0.354715470105126,0.421290895364921,0.48609724626377,0.549250076078721,0.610890614511906,0.671105607047645,0.729992362429589,0.787636709012946,0.0395354953762369,0.0617729934223476,0.0847716643218448,0.108581633008157,0.133333979277876,0.159149154901627,0.186169234843983,0.214553167221991,0.244540198296904,0.276478170014911,0.310771298051591
