"","Y","A","X1","X2","X3","X4","X5M","U1","U2","U3","U4","U5","GP","True.PS","True.OR","True.OR.0","True.OR.1","True.OR.2","True.OR.3","True.OR.4","True.OR.5","True.OR.6","True.OR.7","True.OR.8","True.OR.9","True.OR.10","True.Rule.0.45","True.Rule.0.46","True.Rule.0.47","True.Rule.0.48","True.Rule.0.49","True.Rule.0.5","True.Rule.0.51","True.Rule.0.52","True.Rule.0.53","True.Rule.0.54","True.Rule.0.55","GP.1","SSID","PS.Est","OR.Est","OR.Est.0","OR.Est.1","OR.Est.2","OR.Est.3","OR.Est.4","OR.Est.5","OR.Est.6","OR.Est.7","OR.Est.8","OR.Est.9","OR.Est.10","Indirect.OR.Rule0.45","Indirect.OR.Rule0.46","Indirect.OR.Rule0.47","Indirect.OR.Rule0.48","Indirect.OR.Rule0.49","Indirect.OR.Rule0.5","Indirect.OR.Rule0.51","Indirect.OR.Rule0.52","Indirect.OR.Rule0.53","Indirect.OR.Rule0.54","Indirect.OR.Rule0.55","IPW.Starting0.45","IPW.Starting0.46","IPW.Starting0.47","IPW.Starting0.48","IPW.Starting0.49","IPW.Starting0.5","IPW.Starting0.51","IPW.Starting0.52","IPW.Starting0.53","IPW.Starting0.54","IPW.Starting0.55","OR.Starting0.45","OR.Starting0.46","OR.Starting0.47","OR.Starting0.48","OR.Starting0.49","OR.Starting0.5","OR.Starting0.51","OR.Starting0.52","OR.Starting0.53","OR.Starting0.54","OR.Starting0.55","DR.Starting0.45","DR.Starting0.46","DR.Starting0.47","DR.Starting0.48","DR.Starting0.49","DR.Starting0.5","DR.Starting0.51","DR.Starting0.52","DR.Starting0.53","DR.Starting0.54","DR.Starting0.55","Adj1.IPW.450","Adj1.IPW.460","Adj1.IPW.470","Adj1.IPW.480","Adj1.IPW.490","Adj1.IPW.500","Adj1.IPW.510","Adj1.IPW.520","Adj1.IPW.530","Adj1.IPW.540","Adj1.IPW.550","Adj1.OR.450","Adj1.OR.460","Adj1.OR.470","Adj1.OR.480","Adj1.OR.490","Adj1.OR.500","Adj1.OR.510","Adj1.OR.520","Adj1.OR.530","Adj1.OR.540","Adj1.OR.550","Adj1.DR.450","Adj1.DR.460","Adj1.DR.470","Adj1.DR.480","Adj1.DR.490","Adj1.DR.500","Adj1.DR.510","Adj1.DR.520","Adj1.DR.530","Adj1.DR.540","Adj1.DR.550","Adj2.IPW.450","Adj2.IPW.460","Adj2.IPW.470","Adj2.IPW.480","Adj2.IPW.490","Adj2.IPW.500","Adj2.IPW.510","Adj2.IPW.520","Adj2.IPW.530","Adj2.IPW.540","Adj2.IPW.550","Adj2.OR.450","Adj2.OR.460","Adj2.OR.470","Adj2.OR.480","Adj2.OR.490","Adj2.OR.500","Adj2.OR.510","Adj2.OR.520","Adj2.OR.530","Adj2.OR.540","Adj2.OR.550","Adj2.DR.450","Adj2.DR.460","Adj2.DR.470","Adj2.DR.480","Adj2.DR.490","Adj2.DR.500","Adj2.DR.510","Adj2.DR.520","Adj2.DR.530","Adj2.DR.540","Adj2.DR.550"
"1",0.500306629997835,0.142857142857143,0.235403232434742,0.0838235171264674,0.714285714285714,-0.127600931287244,7,-0.324490923097369,0.0987449377462879,0.428571428571429,-0.610926245638186,1.09873969831748,1,0.106753981043026,0.430184577074868,0.401496848520115,0.430184577074868,0.458872305629621,0.487560034184373,0.516247762739126,0.544935491293879,0.573623219848631,0.602310948403384,NA,NA,NA,0.241532599095776,0.291329899214706,0.341127199333636,0.390924499452567,0.440721799571497,0.490519099690428,0.540316399809358,0.590113699928289,0.639911000047219,0.689708300166149,0.73950560028508,1,2,0.0348845465714369,0.493478357301896,0.455320660197619,0.493478357301896,0.469676707884212,0.478945355357997,0.515461916925397,0.552312302431691,0.562383100655935,0.605386442803861,0,0,0,5.68378055060786e-11,0.0192341392418929,0.0806462813870574,0.239827215031873,0.379869655099522,0.462132397867474,0.527421697404036,0.585347451903283,0.639781556883033,0.692745570049672,0.745319732366365,0.00461349481207367,0.00471863313741676,0.00482391579294845,0.00492934312370177,0.00503010931702262,0.00513607745587646,0.00524218348660222,0.00534842783688587,0.00545426080269695,0.00555974622283833,0.00566538619255697,6.92281086848958e-05,0.0192363368726534,0.0806437011416429,0.239815963180321,0.379870535078182,0.462138601788881,0.527422308306836,0.585340224384438,0.639784710703273,0.692746719682826,0.745319195450729,6.92281086848958e-05,0.00291669270459334,0.00948607697818172,0.016606935633239,0.0244638150706485,0.0331760516146587,0.0430833454430511,0.054679265666045,0.0687957110842853,0.688182532683284,0.743806070165323,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0,0.019,0.081,0.24,0.38,0.462,0.527,0.585,0.64,0.693,0.745,0,0.003,0.009,0.017,0.024,0.033,0.043,0.055,0.069,0.688,0.744,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0,0.019,0.081,0.24,0.38,0.462,0.527,0.585,0.64,0.693,0.745,-30.1020575092327,0.003,0.009,0.017,0.024,0.033,0.043,0.055,0.069,0.688,0.744
"2",0.498888229069713,0.142857142857143,-0.0793496040687097,0.0328447311096322,0.428571428571429,0.353403442790156,7,-0.392715574526309,0.213511004570758,0.428571428571429,2.44673259510044,-0.666950583697455,2,0.396058546910469,0.429815436357431,0.400351907833317,0.429815436357431,0.459278964881545,0.488742493405659,0.518206021929773,0.547669550453887,0.577133078978,0.606596607502114,NA,NA,NA,0.240724208895605,0.289210303404015,0.337696397912425,0.386182492420835,0.434668586929246,0.483154681437656,0.531640775946067,0.580126870454477,0.628612964962888,0.677099059471298,0.725585153979708,2,2,0.180167013443649,0.444466916380295,0.405687513123179,0.444466916380295,0.421546994477304,0.429907645125864,0.457235400431119,0.496641249625551,0.521814473384047,0.560255801450796,0,0,0,0.474622589937408,0.540698694950455,0.597349499337606,0.648829781589947,0.697233651666036,0.743746251349583,0.789057740405585,0.833507244701207,0.877120110403382,0.919618373838759,0.960473611926816,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.474627709169998,0.540699969798639,0.59736843573388,0.648827540504883,0.697234881030009,0.743745887219732,0.789058954521291,0.833506896603947,0.877119567762784,0.919615182053658,0.960473967534606,0.0210349375716489,0.0266528628758918,0.0327450326431054,0.0393733619505818,0.0467183802213085,0.741606653908376,0.788391628794593,0.833340192030402,0.877091930186342,0.91961231648104,0.96047393695069,1,1,1,1,1,1,1,1,1,1,1,0.475,0.541,0.597,0.649,0.697,0.744,0.789,0.834,0.877,0.92,0.96,0.021,0.027,0.033,0.039,0.047,0.742,0.788,0.833,0.877,0.92,0.96,1,1,1,1,1,1,1,1,1,1,1,0.475,0.541,0.597,0.649,0.697,0.744,0.789,0.834,0.877,0.92,0.96,0.021,0.027,0.033,0.039,0.047,0.742,0.788,0.833,0.877,0.92,0.96
"3",0.679065705261418,0.8,0.408817556815805,-0.077192032393085,0.6,-1.3173712561263,5,-0.492276341406165,-0.200024914000037,0.8,-1.71478219620837,-0.569703859703216,3,0.378846774902493,0.628260800572816,0.398842119514104,0.456196789778782,0.51355146004346,0.570906130308138,0.628260800572816,0.685615470837494,NA,NA,NA,NA,NA,0.178391333259576,0.213262076841057,0.248132820422538,0.28300356400402,0.317874307585501,0.352745051166983,0.387615794748464,0.422486538329945,0.457357281911427,0.492228025492908,0.52709876907439,3,2,0.106563238793707,0.61535720970453,0.452293388790344,0.523620189773244,0.57696010243366,0.591347652669875,0.61535720970453,0.652848167050667,0,0,0,0,0,5.74917631517877e-11,0.0218561409056351,0.0510344808502389,0.0812969792781628,0.112843944167014,0.145912483123344,0.180787347060957,0.21781460975079,0.25741822526623,0.300118054149716,0.34654352803927,0.390099019055315,0.392657975033755,0.395188995712484,0.397678969098394,0.400149432577644,0.402585317243317,0.404992153809236,0.407370980013572,0.40972276178289,0.412048418414868,0.414348825440974,6.92281086848958e-05,0.0218451438929811,0.0510333615739137,0.0813091168003439,0.112842217471115,0.145909895871668,0.180801770519627,0.217813464684324,0.257416508220121,0.300121359993355,0.346540142233473,6.92281086848958e-05,0.0218737330948151,0.0509768489586159,0.0809322115936434,0.11153897730251,0.142342430439119,0.172911360785004,0.202650087681639,0.231124871565396,0.258088813119827,0.283407185406069,0.39,0.393,0.395,0.398,0.4,0.403,0.405,0.407,0.41,0.412,0.414,0,0.022,0.051,0.081,0.113,0.146,0.181,0.218,0.257,0.3,0.347,0,0.022,0.051,0.081,0.112,0.142,0.173,0.203,0.231,0.258,0.283,0.39,0.393,0.395,0.398,0.4,0.403,0.405,0.407,0.41,0.412,0.414,-0.190335678297545,0.022,0.051,0.081,0.113,0.146,0.181,0.218,0.257,0.3,0.347,0,0.022,0.051,0.081,0.112,0.142,0.173,0.203,0.231,0.258,0.283
"4",0.362827195571373,0,-0.50272909824829,-0.304075545678534,0.625,0.375862960756362,8,0.797060496308576,0.467298461622856,0.375,-0.318967518592106,0.78593769645042,4,0.138196997795555,0.395248819598773,0.395248819598773,0.421131775631701,0.44701473166463,0.472897687697558,0.498780643730486,0.524663599763415,0.550546555796343,0.576429511829271,0.6023124678622,NA,NA,0.264417153181675,0.312711482407817,0.361005811633959,0.409300140860101,0.457594470086243,0.505888799312385,0.554183128538527,0.602477457764669,0.650771786990811,0.699066116216953,0.747360445443095,4,1,0.290761321447826,0.383835909303584,0.383835909303584,0.409149783195317,0.439192123066652,0.461850468504567,0.481086909845565,0.499755240119511,0.540631628148803,0.562219128890914,0.566586162999262,0,0,0.323457198299665,0.376641894309879,0.43027141581132,0.483508700301728,0.535685008203312,0.586511401720643,0.636135112689436,0.685112992985475,0.734432653527729,0.785745206844861,0.842267379459236,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.323457550966265,0.376627228644058,0.430271380126503,0.483509592864851,0.535684490070853,0.586512914162171,0.636125786597434,0.68512354786933,0.734432461784147,0.785753940834252,0.842266838075919,0.337604170451158,0.384613747172115,0.434327447938175,0.485389130642396,0.536479147212258,0.586820152217894,0.636236480329776,0.685159618497603,0.73444308426002,0.785755203476444,0.842267007455086,1,1,1,1,1,1,1,1,1,1,1,0.323,0.377,0.43,0.484,0.536,0.587,0.636,0.685,0.734,0.786,0.842,0.338,0.385,0.434,0.485,0.536,0.587,0.636,0.685,0.734,0.786,0.842,1,1,1,1,1,1,1,1,1,1,1,0.323,0.377,0.43,0.484,0.536,0.587,0.636,0.685,0.734,0.786,0.842,0.338,0.385,0.434,0.485,0.536,0.587,0.636,0.685,0.734,0.786,0.842
"5",0.817457560573417,1,-0.484324856808465,-1.07202368106749,0.7,-1.40918840165337,10,-0.333839025070868,-0.49111402665686,0.5,0.423480272111357,0.336591135516019,5,0.940539297637097,0.680530183149037,0.381239585581319,0.411168645338091,0.441097705094863,0.471026764851634,0.500955824608406,0.530884884365178,0.56081394412195,0.590743003878722,0.620672063635494,0.650601123392265,0.680530183149037,0.229744652780558,0.263156995437722,0.296569338094886,0.32998168075205,0.363394023409214,0.396806366066378,0.430218708723542,0.463631051380706,0.49704339403787,0.530455736695034,0.563868079352199,5,2,0.728651580129243,0.648973812142682,0.418035715079708,0.482965971201538,0.499394578742416,0.526855754166244,0.563346120464383,0.579495707359609,0.598483330502988,0.628132968486157,0.615790998187171,0.606903212098972,0.648973812142682,0.0588593787112885,0.0820196678229427,0.107777172291973,0.136103398819678,0.166766042638897,0.199388557791188,0.233579959200604,0.26905876344845,0.305714639149679,0.343612631024205,0.382977588082256,0.912698766203264,0.914706654446578,0.916677449138566,0.918610327923575,0.920507519395474,0.922370429618795,0.924196776113968,0.925989429014547,0.927766390781934,0.929482061120925,0.931185639967956,0.0588538229926983,0.0820190667884262,0.107768520741093,0.136090568116877,0.166773794695122,0.19940088203134,0.233578881023174,0.269060485214378,0.305713492526207,0.343611300765304,0.382973951050838,0.0588538228073608,0.082019066759962,0.107768520853185,0.136090566873231,0.166773781998671,0.19940080261222,0.233578507422724,0.269058820496716,0.305707387787523,0.343590896725057,0.382911149538097,0.913,0.915,0.917,0.919,0.921,0.922,0.924,0.926,0.928,0.929,0.931,0.059,0.082,0.108,0.136,0.167,0.199,0.234,0.269,0.306,0.344,0.383,0.059,0.082,0.108,0.136,0.167,0.199,0.234,0.269,0.306,0.344,0.383,0.913,0.915,0.917,0.919,0.921,0.922,0.924,0.926,0.928,0.929,0.931,0.059,0.082,0.108,0.136,0.167,0.199,0.234,0.269,0.306,0.344,0.383,0.059,0.082,0.108,0.136,0.167,0.199,0.234,0.269,0.306,0.344,0.383
"6",0.318716862526005,0.111111111111111,0.173289372882312,0.206986537292854,0.555555555555556,0.214600995364253,9,-0.110294940896849,-0.362584504688687,0.555555555555556,-1.94585246085651,-1.44607947275427,6,0.256528090817034,0.425352888502464,0.402874813017956,0.425352888502464,0.447830963986971,0.470309039471479,0.492787114955986,0.515265190440493,0.537743265925001,0.560221341409508,0.582699416894015,0.605177492378523,NA,0.232943958681101,0.282374841315022,0.331805723948943,0.381236606582865,0.430667489216786,0.480098371850707,0.529529254484629,0.578960137118551,0.628391019752472,0.677821902386393,0.727252785020315,6,2,0.16070732340969,0.493137281955621,0.448745496213299,0.493137281955621,0.461455239745862,0.466708009476524,0.474450297752759,0.493536584066543,0.517954394841042,0.5341519357725,0.533684289438422,0.585142898054517,0,0.00320982336309431,0.0360329368516089,0.11315405914434,0.409118942546265,0.501316169881021,0.57478217113138,0.642275272584355,0.708281356915866,0.773763744991882,0.835473278025681,0.887981290216274,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.00322193317584956,0.0360272868581683,0.113155484095753,0.409125324678424,0.501311721411784,0.574782610395389,0.642278696308113,0.708282094592223,0.773766806976594,0.835478755912883,0.88797238882612,0.455099520248906,0.47495386280898,0.498089009324273,0.525649731597401,0.559237608705282,0.6007320509554,0.651452954441491,0.71053623709134,0.774095459726312,0.835503925203869,0.887990953867633,1,1,1,1,1,1,1,1,1,1,1,0.003,0.036,0.113,0.409,0.501,0.575,0.642,0.708,0.774,0.835,0.888,0.455,0.475,0.498,0.526,0.559,0.601,0.651,0.711,0.774,0.836,0.888,1,1,1,1,1,1,1,1,1,1,1,0.003,0.036,0.113,0.409,0.501,0.575,0.642,0.708,0.774,0.835,0.888,0.455,0.475,0.498,0.526,0.559,0.601,0.651,0.711,0.774,0.836,0.888
"7",0.491581540731441,0.142857142857143,0.197601665879076,-0.243010378502784,0.571428571428571,0.185591311885861,7,0.108707601401334,-0.201836209945098,0.714285714285714,0.431208492845644,-0.730625673904362,7,0.307238949070528,0.425345881271728,0.396528423164246,0.425345881271728,0.45416333937921,0.482980797486693,0.511798255594175,0.540615713701657,0.569433171809139,0.598250629916622,NA,NA,NA,0.265075311720108,0.314648435874334,0.36422156002856,0.413794684182786,0.463367808337013,0.512940932491239,0.562514056645465,0.612087180799691,0.661660304953917,0.711233429108144,0.76080655326237,7,2,0.0891356671545101,0.501373195697048,0.459128767343607,0.501373195697048,0.469491839476271,0.4743012186895,0.498027975895472,0.541373325052245,0.528702208443768,0.585057292223442,0,0,0,4.63749906583688e-11,0.00299303657541438,0.0471734309279223,0.165919086546992,0.437865089199621,0.532118463164034,0.607200873576479,0.676208043585855,0.743333659536943,0.808456687819493,0.867516650007989,0.012575553368622,0.0128787536488481,0.0131831335331068,0.0134887037594008,0.013795475239688,0.014103459063543,0.0144126665019107,0.0147231090109617,0.015034798236044,0.0153477460157447,0.0156619643860494,6.92281086848958e-05,0.00300076135876717,0.0471722368319314,0.165918002256205,0.437864490333828,0.53211796237371,0.607206064950771,0.676209390389496,0.743328772224523,0.808467616009663,0.86751216974605,0.267887855002374,0.327619083371155,0.384654613973948,0.441426455463854,0.498864350934122,0.557433549127879,0.617666004445423,0.680001310275033,0.744392059039034,0.808658420608366,0.867531832392505,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.015,0.015,0.015,0.016,0,0.003,0.047,0.166,0.438,0.532,0.607,0.676,0.743,0.808,0.868,0.268,0.328,0.385,0.441,0.499,0.557,0.618,0.68,0.744,0.809,0.868,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.015,0.015,0.015,0.016,0,0.003,0.047,0.166,0.438,0.532,0.607,0.676,0.743,0.808,0.868,0.268,0.328,0.385,0.441,0.499,0.557,0.618,0.68,0.744,0.809,0.868
"8",0.53360852902733,0.444444444444444,-0.692331627283419,0.434024731356734,0.888888888888889,0.0929894514871265,9,-0.0738277530972877,0.406800914287653,0.444444444444444,-0.354319875939356,0.297760512982557,8,0.237439608311314,0.498726039320991,0.40964499403015,0.43191525535286,0.454185516675571,0.476455777998281,0.498726039320991,0.520996300643702,0.543266561966412,0.565536823289123,0.587807084611833,0.610077345934544,NA,0.201339781659099,0.251231926839185,0.30112407201927,0.351016217199355,0.400908362379441,0.450800507559526,0.500692652739612,0.550584797919697,0.600476943099783,0.650369088279868,0.700261233459954,8,1,0.115283249540357,0.466437177515129,0.38069334256306,0.397026238061304,0.433735926133087,0.450700328094982,0.466437177515129,0.481879157258737,0.497706216822203,0.538429199359763,0.553996617227598,0.563357552697212,0,0.348128182362241,0.406337417141207,0.465540604290391,0.523626658390013,0.579148593563296,0.631743348702825,0.681905466604725,0.730661376985166,0.779480545666756,0.830582518455872,0.888194933747752,0.231720386709752,0.233748721233876,0.235799923494744,0.2378395925246,0.239868514945402,0.241883184673298,0.243903606788527,0.24589372548871,0.247885387761338,0.249858140347208,0.251868648606088,0.348127708602008,0.406337136586944,0.465540726734794,0.523627662612955,0.579154026796951,0.631741529045213,0.681905521783454,0.730660528648157,0.779480663724318,0.830581412556585,0.888188955972757,0.18581094254881,0.199764804797205,0.212992761024181,0.225714498634659,0.238022935025578,0.250129651655681,0.262110647240752,0.274068024905206,0.286118401568044,0.298378955022481,0.31098471493441,0.232,0.234,0.236,0.238,0.24,0.242,0.244,0.246,0.248,0.25,0.252,0.348,0.406,0.466,0.524,0.579,0.632,0.682,0.731,0.779,0.831,0.888,0.186,0.2,0.213,0.226,0.238,0.25,0.262,0.274,0.286,0.298,0.311,0.232,0.234,0.236,0.238,0.24,0.242,0.244,0.246,0.248,0.25,0.252,0.348,0.406,0.466,0.524,0.579,0.632,0.682,0.731,0.779,0.831,0.888,0.186,0.2,0.213,0.226,0.238,0.25,0.262,0.274,0.286,0.298,0.311
"9",0.478036052963305,0.4,-0.0459662832093197,0.32156049890158,0.8,0.481923132586924,10,-0.146369482683931,0.396383430193706,0.8,-0.377640069046898,1.77869029450228,9,0.144525197103543,0.49107620809248,0.406431209978032,0.427592459506644,0.448753709035256,0.469914958563868,0.49107620809248,0.512237457621091,0.533398707149703,0.554559956678315,0.575721206206927,0.596882455735539,0.618043705264151,0.20588949609549,0.253145684755234,0.300401873414977,0.347658062074721,0.394914250734465,0.442170439394208,0.489426628053952,0.536682816713696,0.58393900537344,0.631195194033183,0.678451382692927,9,2,0.0908285734431153,0.386746450689463,0.383926364587904,0.415264337235123,0.393607051810137,0.385033528762421,0.386746450689463,0.399442030154958,0.413095216544602,0.434724428932599,0.450903861952665,0.46954335161833,0.482146655770733,0.794718439999575,0.853659626362881,0.915293406702757,0.983518658722527,0.999999984981175,0.999999984981175,0.999999984981175,0.999999984981175,0.999999984981175,0.999999984981175,0.999999984981175,0.197649148866135,0.199384265263171,0.201108000120251,0.202821581908264,0.204524867529998,0.206221635287051,0.207905596843932,0.209570030520334,0.211240301923883,0.212903493476597,0.214560095715644,0.794718582306221,0.853660034843831,0.915294193904112,0.983511317408784,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,0.164353083066355,0.175426560091314,0.185683229297934,0.195409774860654,0.204739842801092,0.21377667008003,0.222617631916446,0.231343429668096,0.240005504453443,1.00003461405434,1.00003461405434,0.198,0.199,0.201,0.203,0.205,0.206,0.208,0.21,0.211,0.213,0.215,0.795,0.854,0.915,0.984,1,1,1,1,1,1,1,0.164,0.175,0.186,0.195,0.205,0.214,0.223,0.231,0.24,1,1,0.198,0.199,0.201,0.203,0.205,0.206,0.208,0.21,0.211,0.213,0.215,0.795,0.854,0.915,0.984,1,1,1,1,1,1,1,0.164,0.175,0.186,0.195,0.205,0.214,0.223,0.231,0.24,1,1.14510267179808
"10",0.416737256530334,0.166666666666667,0.682716346319851,0.467247185531577,0.166666666666667,0.0840356183166772,6,-0.563601083984817,0.128879343895958,0.666666666666667,1.33169516327488,-1.10137779202103,10,0.0594514068312191,0.435339046482597,0.401946863273048,0.435339046482597,0.468731229692146,0.502123412901695,0.535515596111244,0.568907779320793,0.602299962530342,NA,NA,NA,NA,0.239842243045325,0.289754123805193,0.33966600456506,0.389577885324928,0.439489766084796,0.489401646844664,0.539313527604532,0.5892254083644,0.639137289124268,0.689049169884136,0.738961050644004,10,2,0.129934934582227,0.494274702500459,0.479554296727798,0.494274702500459,0.466643482218738,0.477814106449639,0.508290355171193,0.529242421567826,0.576579629114057,0,0,0,0,0.285705009889949,0.285705068693266,0.285705053800344,0.285705041045857,0.496692175175701,0.595284742651259,0.670709266849345,0.735341115822283,0.793065742627913,0.845446758432926,0.893174818416863,0.0267847573676537,0.0274792548266981,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,1.00003461405434,6.92281086848958e-05,6.92281086848958e-05,6.92281086848958e-05,0.00524676638917723,0.496688945232924,0.595285576908824,0.670711226385991,0.73534226137798,0.793061564231191,0.845446419773872,0.8931794700241,0.531192111480035,0.553178899971729,0.577273172199605,0.604003455274098,0.634032085886932,0.668137363006559,0.70702495790217,0.750821903374251,0.79828376512206,0.846726228612736,0.893376844979106,0.027,0.027,1,1,1,1,1,1,1,1,1,0,0,0,0.005,0.497,0.595,0.671,0.735,0.793,0.845,0.893,0.531,0.553,0.577,0.604,0.634,0.668,0.707,0.751,0.798,0.847,0.893,0.027,0.027,1,1,1,1,1,1,1,1,1,0,0,0,0.005,0.497,0.595,0.671,0.735,0.793,0.845,0.893,0.531,0.553,0.577,0.604,0.634,0.668,0.707,0.751,0.798,0.847,0.893
