"Y","A","X1","X2","X3","X4","X5M","U1","U2","U3","U4","U5","GP","True.PS","True.OR","True.OR.0","True.OR.1","True.OR.2","True.OR.3","True.OR.4","True.OR.5","True.OR.6","True.OR.7","True.OR.8","True.OR.9","True.OR.10","True.Rule.0.45","True.Rule.0.46","True.Rule.0.47","True.Rule.0.48","True.Rule.0.49","True.Rule.0.5","True.Rule.0.51","True.Rule.0.52","True.Rule.0.53","True.Rule.0.54","True.Rule.0.55"
0.389076117589837,0,-0.392719017443613,0.223316121457547,0.25,1.46056877205182,4,0.424357062533018,-0.112706461982306,0.5,-1.45130711885428,0.450301281921598,1,0.947338232734089,0.40139572575911,0.40139572575911,0.478061489982772,0.554727254206434,0.631393018430096,0.708058782653758,NA,NA,NA,NA,NA,NA,0.15849406424455,0.191103143738059,0.223712223231567,0.256321302725076,0.288930382218585,0.321539461712094,0.354148541205602,0.386757620699111,0.41936670019262,0.451975779686129,0.484584859179638
0.5804097602647,0.75,-0.187098628659264,-0.590073933051903,0,-0.197059858508575,4,-0.236663924178128,0.173522278113783,0,-0.730890365670432,-0.616610607980296,2,0.0919749139487145,0.551456222043828,0.4,0.450485407347943,0.500970814695885,0.551456222043828,0.601941629391771,NA,NA,NA,NA,NA,NA,0.247596298745312,0.297115558494375,0.346634818243437,0.396154077992499,0.445673337741561,0.495192597490624,0.544711857239686,0.594231116988749,0.643750376737811,0.693269636486874,0.742788896235936
0.705217909624498,0.857142857142857,-0.261354242387161,0.365540894410142,0.571428571428571,-0.509094632351832,7,-0.396698939593207,-0.0714838796602322,0.571428571428571,-1.85793516933183,0.284207792501561,3,0.152482800681163,0.58775818469255,0.405222012777288,0.435644708096498,0.466067403415708,0.496490098734919,0.526912794054129,0.557335489373339,0.58775818469255,0.61818088001176,NA,NA,NA,0.210265896903982,0.257223321733772,0.304180746563562,0.351138171393352,0.398095596223142,0.445053021052932,0.492010445882722,0.538967870712513,0.585925295542303,0.632882720372093,0.679840145201883
0.399463310907763,0,-0.665247053971954,0.0807524376330173,1,-0.0895067945816389,2,0.63273334414621,-0.224743850803025,1,-1.87057117166743,1.10960934289765,4,0.203694836864439,0.402018810940825,0.402018810940825,0.502219097597732,0.602419384254639,NA,NA,NA,NA,NA,NA,NA,NA,0.23942640615124,0.289326462995592,0.339226519839943,0.389126576684295,0.439026633528647,0.488926690372999,0.538826747217351,0.588726804061702,0.638626860906054,0.688526917750406,0.738426974594757
0.434334371366817,0.25,1.19480154451287,-0.0221862993165312,0.5,1.19917730684511,4,-0.157534611796943,-0.767109132548398,0.5,0.908306563760951,0.166870893303159,5,0.343051283024348,0.467697998924197,0.399722671258543,0.467697998924197,0.535673326589851,0.603648654255505,0.671623981921158,NA,NA,NA,NA,NA,NA,0.18491021105758,0.221688261062673,0.258466311067766,0.295244361072859,0.332022411077952,0.368800461083045,0.405578511088138,0.442356561093231,0.479134611098324,0.515912661103418,0.552690711108511
0.22399330252687,0.714285714285714,-0.132945088227695,-0.104289454817044,0.428571428571429,-0.314948657105876,7,0.212802853051978,-0.868317658257377,0.571428571428571,1.57020044910289,0.496832618995381,6,0.0645291687451664,0.545282350720274,0.398882612984103,0.428162560531337,0.457442508078572,0.486722455625806,0.51600240317304,0.545282350720274,0.574562298267509,0.603842245814743,NA,NA,NA,0.249402217938865,0.298192313148799,0.346982408358732,0.395772503568666,0.4445625987786,0.493352693988534,0.542142789198468,0.590932884408402,0.639722979618336,0.68851307482827,0.737303170038204
0.47208888356626,0.1,0.0709413159268121,0.333312366588103,0.5,0.600481739646148,10,0.276777732311846,0.0832508304825875,0.4,0.401720235043597,0.11192689251345,7,0.373590687944797,0.425969296180594,0.404166404582351,0.425969296180594,0.447772187778836,0.469575079377078,0.491377970975321,0.513180862573563,0.534983754171805,0.556786645770048,0.57858953736829,0.600392428966532,0.622195320564775,0.210217966782644,0.256083442721652,0.30194891866066,0.347814394599669,0.393679870538678,0.439545346477687,0.485410822416696,0.531276298355705,0.577141774294713,0.623007250233722,0.668872726172731
0.78938864691816,0.857142857142857,0.277333870303495,-0.216077716471778,0.571428571428571,-2.06959569736563,7,0.842866988227045,0.140194109622754,0.428571428571429,0.250998335241492,0.402917815539863,8,0.185826971847083,0.751908590502731,0.396913175478975,0.456079077982934,0.515244980486893,0.574410882990853,0.633576785494812,0.692742687998772,0.751908590502731,0.81107449300669,NA,NA,NA,0.128179098999203,0.152324280059795,0.176469461120387,0.200614642180979,0.224759823241571,0.248905004302163,0.273050185362755,0.297195366423346,0.321340547483938,0.34548572854453,0.369630909605122
0.687837394335374,1,0.0146213661488624,0.642014538858059,0.625,-1.38134534203242,8,-0.191635395751844,-0.312076396262985,0.5,-1.77421568028657,1.25229727181391,9,0.688899085607463,0.70543722486739,0.410031477169657,0.446957195631874,0.48388291409409,0.520808632556307,0.557734351018524,0.59466006948074,0.631585787942957,0.668511506405173,0.70543722486739,NA,NA,0.135300423711591,0.16915216856739,0.203003913423188,0.236855658278987,0.270707403134785,0.304559147990584,0.338410892846382,0.372262637702181,0.406114382557979,0.439966127413777,0.473817872269576
0.507626746893062,0.5,0.756326315973351,-0.329424150720915,1,-0.321176256729991,2,0.37842015227781,-0.364198093132869,1,-0.174797440793327,-1.36662544961542,10,0.150781828654088,0.494343250929154,0.391764396231977,0.494343250929154,0.596922105626332,NA,NA,NA,NA,NA,NA,NA,NA,0.283857740174328,0.332600729309471,0.381343718444615,0.430086707579759,0.478829696714902,0.527572685850046,0.57631567498519,0.625058664120334,0.673801653255478,0.722544642390622,0.771287631525765
0.334091708243452,0,0.274378000691964,-0.0458795328958829,0.5,0.0376531555506655,2,-0.633035860976156,1.05147734741072,0,0.0490276786830654,-0.243579447320585,11,0.554437022923656,0.399426505838802,0.399426505838802,0.499461949841875,0.599497393844948,NA,NA,NA,NA,NA,NA,NA,NA,0.252777876207781,0.302760160485406,0.35274244476303,0.402724729040655,0.45270701331828,0.502689297595905,0.552671581873529,0.602653866151154,0.652636150428779,0.702618434706403,0.752600718984028
0.896338830691251,0,0.144571844381484,0.468402512082673,1,0.828082056661864,2,1.17629592058672,-0.482653606914171,0.5,-0.509566209268669,0.0711172776934531,12,0.565042287094045,0.411710062802067,0.411710062802067,0.5288530601162,0.645996057430334,NA,NA,NA,NA,NA,NA,NA,NA,0.163432463210985,0.206115338966604,0.248798214722223,0.291481090477842,0.334163966233461,0.376846841989081,0.4195297177447,0.462212593500319,0.504895469255938,0.547578345011558,0.590261220767177
0.784025806920495,1,-1.19744691955085,0.125129974228599,1,0.0628829462542069,2,-0.228810067261937,0.516341791480389,0.5,-0.585366319402448,0.0814214372387452,13,0.228826377672919,0.603325962602196,0.403128249355715,0.503227105978955,0.603325962602196,NA,NA,NA,NA,NA,NA,NA,NA,0.234127302875719,0.284077923379002,0.334028543882284,0.383979164385567,0.43392978488885,0.483880405392133,0.533831025895416,0.583781646398699,0.633732266901982,0.683682887405265,0.733633507908547
0.414693459042456,0.222222222222222,0.573595391371322,0.197655221724861,0.444444444444444,0.629883473561708,9,-0.6697590685945,0.328468739930553,0.222222222222222,0.763847769951829,-0.947716575029533,14,0.252018882807454,0.451048982355456,0.402196169130276,0.426622575742866,0.451048982355456,0.475475388968046,0.499901795580635,0.524328202193225,0.548754608805815,0.573181015418405,0.597607422030995,0.622033828643584,NA,0.217450599572226,0.262938711218514,0.308426822864802,0.35391493451109,0.399403046157378,0.444891157803666,0.490379269449954,0.535867381096242,0.58135549274253,0.626843604388818,0.672331716035106
0.465051966762832,0,-0.196484635806618,-0.0217323950440015,0.666666666666667,0.955476663622295,9,-0.102203721538451,0.0447705956480584,0.333333333333333,-1.01232298066543,-0.807110461107165,15,0.517045364272003,0.399637793415933,0.399637793415933,0.426931880386638,0.454225967357342,0.481520054328047,0.508814141298751,0.536108228269455,0.56340231524016,0.590696402210864,0.617990489181569,0.645284576152273,NA,0.205018791710055,0.245727649724016,0.286436507737977,0.327145365751938,0.367854223765899,0.40856308177986,0.449271939793822,0.489980797807783,0.530689655821744,0.571398513835705,0.612107371849666
0.470454029562394,0.666666666666667,-0.455863084957389,0.00674121226556053,0.333333333333333,-0.824040273293562,3,0.809135178037799,-0.399783602568693,0.333333333333333,-0.205479879568103,-0.931885207139411,16,0.422983213662569,0.556024255835871,0.40005617676888,0.478040216302375,0.556024255835871,0.634008295369366,NA,NA,NA,NA,NA,NA,NA,0.213478824341865,0.256222613369383,0.2989664023969,0.341710191424418,0.384453980451936,0.427197769479453,0.469941558506971,0.512685347534489,0.555429136562007,0.598172925589525,0.640916714617042
0.409490706129257,0,-0.0537639094668871,0.287488808154464,0.6,0.953042737271428,5,0.711483311281316,0.362048601176684,0.4,-2.43711659520882,-0.181859357524331,17,0.673913722855192,0.404312332122317,0.404312332122317,0.453395236712975,0.502478141303633,0.551561045894291,0.60064395048495,0.649726855075608,NA,NA,NA,NA,NA,0.186165298320095,0.226912683110779,0.267660067901463,0.308407452692148,0.349154837482832,0.389902222273517,0.430649607064201,0.471396991854886,0.51214437664557,0.552891761436255,0.593639146226939
0.555213164050064,0.333333333333333,-0.208744223015006,-0.760088990848234,0.666666666666667,0.814782776103923,3,0.687921549896848,-0.488684386238607,0.666666666666667,0.653434592990061,-0.162174444002607,18,0.440794423927269,0.465063033023123,0.387331850152529,0.465063033023123,0.542794215893717,0.62052539876431,NA,NA,NA,NA,NA,NA,NA,0.26873878038453,0.311621613376826,0.354504446369123,0.39738727936142,0.440270112353716,0.483152945346013,0.52603577833831,0.568918611330606,0.611801444322903,0.6546842773152,0.697567110307496
0.362922299034032,0.5,0.323979469490496,-0.809454927607146,1,-0.463638806979112,2,-0.0525386552484717,0.0673398975541089,1,-1.96683589712708,-0.907051140745287,19,0.13261083120469,0.485137650393247,0.379763626809821,0.485137650393247,0.590511673976672,NA,NA,NA,NA,NA,NA,NA,NA,0.333271762820046,0.380721787313431,0.428171811806815,0.475621836300199,0.523071860793584,0.570521885286968,0.617971909780353,0.665421934273737,0.712871958767122,0.760321983260506,0.807772007753891
0.535719270538813,0.857142857142857,-0.38095407531838,0.184193878326085,0.571428571428571,-0.952572324362514,7,-0.387908738498103,0.184335162312584,0.428571428571429,-0.19069167813644,-0.188012517307307,20,0.319312759374813,0.612948228253576,0.402631341118944,0.437684155641383,0.472736970163821,0.50778978468626,0.542842599208698,0.577895413731137,0.612948228253576,0.648001042776014,NA,NA,NA,0.193050154771181,0.233804982822348,0.274559810873515,0.315314638924682,0.356069466975849,0.396824295027015,0.437579123078182,0.478333951129349,0.519088779180516,0.559843607231683,0.60059843528285
