"Y","A","X1","X2","X3","X4","X5M","U1","U2","U3","U4","U5","GP","True.PS","True.OR","True.OR.0","True.OR.1","True.OR.2","True.OR.3","True.OR.4","True.OR.5","True.OR.6","True.OR.7","True.OR.8","True.OR.9","True.OR.10","True.Rule.0.45","True.Rule.0.46","True.Rule.0.47","True.Rule.0.48","True.Rule.0.49","True.Rule.0.5","True.Rule.0.51","True.Rule.0.52","True.Rule.0.53","True.Rule.0.54","True.Rule.0.55"
0.44009903316079,0.428571428571429,0.187047192122848,-0.27020551296719,0.714285714285714,-0.0639896222440301,7,0.212209226798116,0.241329821176344,0.285714285714286,0.0512958379012128,-0.169019045796429,1,0.293574673536762,0.48097693023462,0.395174901554157,0.423775577780978,0.452376254007799,0.48097693023462,0.509577606461441,0.538178282688262,0.566778958915083,0.595379635141904,NA,NA,NA,0.273845165712896,0.323794034657182,0.373742903601467,0.423691772545753,0.473640641490039,0.523589510434325,0.573538379378611,0.623487248322896,0.673436117267182,0.723384986211468,0.773333855155754
0.552632297979817,0.75,0.00348648854954568,0.505913864939508,0.625,-0.161033088204878,8,-0.0899979174462643,-0.281138158473418,0.75,-1.11981199176396,-0.183862790922348,2,0.159784315193191,0.55887734122081,0.40790490413968,0.433066976986535,0.45822904983339,0.483391122680245,0.5085531955271,0.533715268373955,0.55887734122081,0.584039414067665,0.60920148691452,NA,NA,0.209119773818543,0.258797715997947,0.30847565817735,0.358153600356753,0.407831542536157,0.45750948471556,0.507187426894964,0.556865369074367,0.606543311253771,0.656221253433174,0.705899195612578
0.496547339658701,0,0.408429909359363,-0.420100461073193,0,1.27700637535018,2,0.354476890799294,-0.270788796762187,0.5,0.132208477999778,1.68423055736309,3,0.96806222612003,0.4,0.4,0.540768632067125,0.68153726413425,NA,NA,NA,NA,NA,NA,NA,NA,0.177596383746052,0.213115660495263,0.248634937244473,0.284154213993684,0.319673490742894,0.355192767492105,0.390712044241316,0.426231320990526,0.461750597739737,0.497269874488947,0.532789151238158
0.579603199842849,0,-0.182351454006844,0.336419545464856,0.428571428571429,1.97230376036095,7,0.239600470365657,-0.226634365863989,0.142857142857143,-0.927742828643625,0.0581880583329753,4,0.944485616799747,0.403604495129981,0.403604495129981,0.459961510295223,0.516318525460465,0.572675540625708,0.62903255579095,0.685389570956193,0.741746586121435,0.798103601286678,NA,NA,NA,0.117606108977065,0.142954708869781,0.168303308762496,0.193651908655212,0.219000508547927,0.244349108440643,0.269697708333358,0.295046308226074,0.320394908118789,0.345743508011505,0.37109210790422
0.453626606791154,0.4,0.553156925504243,0.568639138130961,0,0.647009809284616,5,-0.763487305731587,-0.940349129559229,0.2,0.152215391123836,0.673790916794188,5,0.285242058982124,0.48837243386621,0.4,0.444186216933105,0.48837243386621,0.532558650799316,0.576744867732421,0.620931084665526,NA,NA,NA,NA,NA,0.226314916598072,0.271577899917686,0.3168408832373,0.362103866556915,0.407366849876529,0.452629833196143,0.497892816515758,0.543155799835372,0.588418783154987,0.633681766474601,0.678944749794216
0.705301475745403,1,-0.301614793088225,0.850318587135633,0.666666666666667,-0.414630794850931,3,-0.360536022037973,0.0279951919411016,0.333333333333333,-0.247596679084836,-0.348172588463496,6,0.675986618739058,0.622767911254196,0.414171976452261,0.483703954719572,0.553235932986884,0.622767911254196,NA,NA,NA,NA,NA,NA,NA,0.171758014276542,0.219697587065892,0.267637159855243,0.315576732644593,0.363516305433944,0.411455878223294,0.459395451012645,0.507335023801995,0.555274596591346,0.603214169380696,0.651153742170047
0.689342137264271,0.5,0.151678399441056,0.155516729522642,0.5,-0.0432446022463996,10,-0.00318294875556489,-0.283494995725779,0.3,1.30796598480107,0.167364901699306,7,0.101739165814099,0.501990711509619,0.401943959119033,0.42195330959715,0.441962660075268,0.461972010553385,0.481981361031502,0.501990711509619,0.522000061987737,0.542009412465854,0.562018762943971,0.582028113422088,0.602037463900206,0.240167920160739,0.290144554889268,0.340121189617798,0.390097824346328,0.440074459074858,0.490051093803388,0.540027728531917,0.590004363260447,0.639980997988977,0.689957632717507,0.739934267446037
0.481639370334001,0,-0.0172381366017604,-0.00352620631431677,0.5,0.429973718885252,2,0.893633926174261,-0.217342979589447,1,-0.727343222675827,1.78611722335448,8,0.748721934929971,0.399955922421071,0.399955922421071,0.504577857394371,0.609199792367672,NA,NA,NA,NA,NA,NA,NA,NA,0.239166278045327,0.286957403312471,0.334748528579615,0.382539653846759,0.430330779113903,0.478121904381048,0.525913029648192,0.573704154915336,0.62149528018248,0.669286405449624,0.717077530716768
0.491059244854742,1,-0.344898203644104,-0.0463204646670815,0,-1.21207180088103,3,-0.711736473279244,-0.0165512978283902,0,-0.5685330600444,1.20870037290522,9,0.222276388339349,0.673455902524549,0.4,0.491151967508183,0.582303935016366,0.673455902524549,NA,NA,NA,NA,NA,NA,NA,0.182844837278695,0.219413804734435,0.255982772190174,0.292551739645913,0.329120707101652,0.365689674557391,0.40225864201313,0.438827609468869,0.475396576924608,0.511965544380348,0.548534511836087
0.272578700731683,0,0.355877185988884,0.172649792619956,0.666666666666667,-0.582634217226059,3,0.805529763140815,-0.185860067360956,0.666666666666667,0.812847023655818,0.931632839622293,10,0.0468572336909815,0.402877496543666,0.402877496543666,0.475201873728376,0.547526250913087,0.619850628097797,NA,NA,NA,NA,NA,NA,NA,0.217181284700119,0.2632699406013,0.30935859650248,0.355447252403661,0.401535908304842,0.447624564206023,0.493713220107204,0.539801876008385,0.585890531909566,0.631979187810747,0.678067843711928
